,koff,mean_N,var_N
88,18.79999999999997,18.2,22.160000000000025
89,18.89999999999997,19.8,10.159999999999968
90,18.999999999999968,13.0,45.19999999999999
91,19.099999999999966,15.0,52.39999999999998
92,19.199999999999967,18.0,15.600000000000023
93,19.29999999999997,16.4,19.439999999999998
94,19.399999999999967,12.0,14.0
95,19.499999999999964,16.8,97.75999999999999
96,19.599999999999966,15.4,9.039999999999964
97,19.699999999999967,14.4,6.239999999999981
98,19.799999999999965,14.0,15.599999999999994
99,19.899999999999963,19.4,4.640000000000043
100,19.999999999999964,14.2,12.160000000000025
101,20.099999999999966,18.2,38.56000000000006
102,20.199999999999964,22.4,27.84000000000009
103,20.29999999999996,11.6,4.639999999999986
104,20.399999999999963,19.0,22.0
105,20.499999999999964,14.6,14.640000000000015
106,20.599999999999962,19.2,61.75999999999999
107,20.69999999999996,22.4,70.64000000000004
108,20.79999999999996,13.2,35.76000000000002
109,20.899999999999963,16.2,43.360000000000014
110,20.99999999999996,17.0,16.0
111,21.09999999999996,17.4,11.440000000000055
112,21.19999999999996,11.6,16.24000000000001
113,21.29999999999996,17.4,10.640000000000043
114,21.39999999999996,13.6,7.840000000000032
115,21.499999999999957,13.2,10.160000000000025
116,21.59999999999996,14.0,16.400000000000006
117,21.69999999999996,13.2,48.160000000000025
118,21.799999999999958,19.2,32.56
119,21.899999999999956,13.6,9.840000000000032
120,21.999999999999957,13.6,49.440000000000026
121,22.09999999999996,14.8,10.95999999999998
122,22.199999999999957,11.4,23.439999999999998
123,22.299999999999955,15.2,12.960000000000008
124,22.399999999999956,18.0,52.39999999999998
125,22.499999999999957,18.0,18.0
126,22.599999999999955,15.6,12.240000000000009
127,22.699999999999953,11.8,10.159999999999997
128,22.799999999999955,9.4,16.23999999999998
129,22.899999999999956,14.6,13.439999999999998
130,22.999999999999954,16.2,35.75999999999999
131,23.09999999999995,12.0,20.80000000000001
132,23.199999999999953,13.2,12.160000000000025
133,23.299999999999955,15.6,7.840000000000003
134,23.399999999999952,18.0,40.80000000000001
135,23.49999999999995,12.6,3.4399999999999977
136,23.59999999999995,14.0,8.800000000000011
137,23.699999999999953,13.4,9.840000000000003
138,23.79999999999995,16.8,42.95999999999998
139,23.89999999999995,13.8,18.559999999999974
140,23.99999999999995,11.4,4.639999999999986
141,24.09999999999995,16.6,11.43999999999994
142,24.19999999999995,19.2,42.960000000000036
143,24.299999999999947,13.4,19.439999999999998
144,24.39999999999995,13.2,13.76000000000002
145,24.49999999999995,13.2,20.56000000000003
146,24.599999999999948,12.8,2.559999999999974
147,24.699999999999946,11.8,23.359999999999985
148,24.799999999999947,15.6,48.640000000000015
149,24.89999999999995,10.8,10.95999999999998
150,24.999999999999947,12.8,7.7599999999999625
151,25.099999999999945,13.0,10.0
152,25.199999999999946,11.6,3.4399999999999977
153,25.299999999999947,12.6,32.24000000000001
154,25.399999999999945,17.6,7.439999999999941
155,25.499999999999943,11.6,9.039999999999992
156,25.599999999999945,12.2,5.360000000000014
157,25.699999999999946,9.8,7.759999999999977
158,25.799999999999944,13.6,26.24000000000001
159,25.89999999999994,15.2,27.76000000000002
160,25.999999999999943,11.6,16.639999999999986
161,26.099999999999945,13.4,22.639999999999986
162,26.199999999999942,11.0,8.400000000000006
163,26.29999999999994,11.4,26.639999999999986
164,26.39999999999994,13.0,37.19999999999999
165,26.499999999999943,12.8,13.359999999999957
166,26.59999999999994,16.6,9.839999999999918
167,26.69999999999994,11.2,7.760000000000005
168,26.79999999999994,15.0,20.400000000000006
169,26.89999999999994,9.8,14.159999999999982
170,26.99999999999994,16.0,28.399999999999977
171,27.099999999999937,10.2,7.360000000000014
172,27.19999999999994,11.0,30.80000000000001
173,27.29999999999994,16.0,41.60000000000002
174,27.399999999999938,13.4,27.840000000000003
175,27.499999999999936,11.6,18.24000000000001
176,27.599999999999937,10.2,9.360000000000014
177,27.69999999999994,12.8,16.559999999999974
178,27.799999999999937,9.4,26.23999999999998
179,27.899999999999935,14.4,14.639999999999986
180,27.999999999999936,12.4,27.43999999999997
181,28.099999999999937,10.4,37.03999999999998
182,28.199999999999935,12.4,31.839999999999975
183,28.299999999999933,12.6,6.240000000000009
184,28.399999999999935,9.8,2.9599999999999795
185,28.499999999999936,12.2,26.56000000000003
186,28.599999999999934,10.6,10.239999999999995
187,28.699999999999932,8.6,11.040000000000006
188,28.799999999999933,11.6,9.840000000000003
189,28.899999999999935,12.6,15.04000000000002
190,28.999999999999932,11.4,5.439999999999998
191,29.09999999999993,11.6,38.639999999999986
192,29.199999999999932,10.2,4.560000000000002
193,29.299999999999933,10.2,7.760000000000005
194,29.39999999999993,13.4,26.639999999999986
195,29.49999999999993,9.4,5.039999999999992
196,29.59999999999993,10.4,20.239999999999995
197,29.699999999999932,9.6,14.64
198,29.79999999999993,12.0,6.800000000000011
199,29.899999999999928,9.6,4.240000000000009
